,age,businessage,bankaccount,credit,employees,employeesnumber,loan,gender,lprofit,tprofit,sec0,sec1,sec2,sec3,sec0_0,sec0_1,sec0_2,sec0_3,sec0_4,sec0_5,sec0_6,sec0_7,sec0_8,sec0_9,sec0_10,sec1_1,sec1_2,sec1_3,sec1_4,sec1_5,sec1_6,sec2_0,sec2_1,sec2_2,sec2_3,sec2_4,sec2_5,sec2_6,sec2_7,sec3_0,sec3_1,sec3_2,sec3_3,sec3_4,sec3_5,sec3_6,sec3_7,self_taught,youngfirm,binf,bf,avg_profit_agegen,binl,bl,avg_I_emp_learn,lavg_profit_learn,lavg_wagebill_learn,secondaryedu,marketing,account
386,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.922658,7500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
387,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9.615806,15000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
388,27.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
389,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.684612,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
390,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.684612,800.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
391,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.699514,6000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
392,39.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.294049,4000.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
393,30.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.615806,15000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,1.0,0.0
394,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.3132205,1500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
395,42.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.006368,3000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
396,24.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.615806,15000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
397,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.373491,32000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,1.0
398,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.1049795,9000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
399,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.006368,3000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
400,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.2103405,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
401,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.411833,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,1.0
402,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.006368,3000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
403,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.2442274,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
404,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.802395,900.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
405,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.922658,7500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
406,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.392662,12000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
407,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
408,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.6009026,2000.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
409,30.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.952278,21000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
410,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
411,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.3132205,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
412,30.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.6009026,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,1.0,0.0
413,27.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8.922658,7500.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
414,27.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.006368,3000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
415,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,1.0
416,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.411833,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
417,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.6009026,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
418,31.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.1049795,9000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
419,20.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.3969297,600.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
420,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1049795,9000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
421,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.9077554,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
422,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.392662,12000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
423,31.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.268732,3900.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
424,29.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9.615806,15000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
425,28.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
426,35.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.903487,20000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
427,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.2103405,10000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,1.0
428,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,1.0,0.0
429,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.922658,7500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
430,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6009026,2000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
431,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
432,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
433,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
434,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
435,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.3969297,600.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
436,21.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9.615806,15000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
437,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.1049795,9000.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
438,38.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.615806,15000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
439,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.006368,3000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
440,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.495542,1800.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
441,52.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
442,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.392662,12000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
443,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1049795,9000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,1.0
444,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.495542,1800.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
445,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
446,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
447,27.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9.2103405,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
448,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.783224,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
449,47.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.392662,12000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,1.0,1.0,0.0
450,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.922658,7500.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
451,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
452,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1049795,9000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,1.0
453,36.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
454,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.006368,3000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
455,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
456,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3132205,1500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
457,40.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.783224,2400.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-0,15480.303,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
458,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.411833,4500.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
459,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.699514,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
460,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.1049795,9000.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,0.0,0.0,0.0
461,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.594154,5400.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
462,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.101678,3300.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
463,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.794825,6600.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,1,1-1,9295.809,1,1-1,0.112033196,9.118648,6.3637447,1.0,0.0,0.0
